"site_ID","M_YEAR","total_abund","site_rel_SR","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","n_days"
349,2021,140.858130176888,0.193548387096774,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,31
350,2016,48.8179744387332,0.193548387096774,0,1,2,4,3,1,0,0,0,0.953906908997756,0,0,0.0460930910022444,0.909833146402036,0.00827596655748961,0,0.0818908870404739,12
350,2017,56.196117628379,0.161290322580645,0,1,2,4,3,1,0,0,0,0.953906908997756,0,0,0.0460930910022444,0.909833146402036,0.00827596655748961,0,0.0818908870404739,27
350,2018,75.0496823395672,0.193548387096774,0,1,2,4,3,1,0,0,0,0.953906908997756,0,0,0.0460930910022444,0.909833146402036,0.00827596655748961,0,0.0818908870404739,13
350,2019,80.0245559484631,0.258064516129032,0,1,2,4,3,1,0,0,0,0.953906908997756,0,0,0.0460930910022444,0.909833146402036,0.00827596655748961,0,0.0818908870404739,25
350,2021,31.2073255022576,0.225806451612903,0,1,2,4,3,1,0,0,0,0.953906908997756,0,0,0.0460930910022444,0.909833146402036,0.00827596655748961,0,0.0818908870404739,13
351,2016,63.8066711125757,0.419354838709677,50,1,1,5,4,0,0,0.125368198913818,0.874631801086182,0.0336543996806699,0,0.113103964526268,0.853241635793062,0.222427602283779,0,0.0946163369655244,0.682956060750697,12
351,2017,100.481890772742,0.32258064516129,50,1,1,5,4,0,0,0.125368198913818,0.874631801086182,0.0336543996806699,0,0.113103964526268,0.853241635793062,0.222427602283779,0,0.0946163369655244,0.682956060750697,17
352,2020,46.3823812632407,0.129032258064516,0,2,2,5,2,0.899491837861229,0,0.100508162138771,0,0.68994027670177,0,0.220375246087538,0.0896844772106917,0.402244388705374,0.041410186458612,0.181235070118795,0.375110354717218,20
352,2021,48.6847605513309,0.129032258064516,0,2,2,5,2,0.899491837861229,0,0.100508162138771,0,0.68994027670177,0,0.220375246087538,0.0896844772106917,0.402244388705374,0.041410186458612,0.181235070118795,0.375110354717218,13
353,2017,162.774725758841,0.258064516129032,15,1,1,5,4,0.615405521238369,0,0,0.384594478761631,0.160047688623034,0,0.0177151921755329,0.822237119201433,0.0814908387772143,0.00051247717486241,0.0871052340824121,0.820491845689771,13
353,2018,114.978472528569,0.354838709677419,15,1,1,5,4,0.615405521238369,0,0,0.384594478761631,0.160047688623034,0,0.0177151921755329,0.822237119201433,0.0814908387772143,0.00051247717486241,0.0871052340824121,0.820491845689771,13
353,2019,126.414062982761,0.258064516129032,15,1,1,5,4,0.615405521238369,0,0,0.384594478761631,0.160047688623034,0,0.0177151921755329,0.822237119201433,0.0814908387772143,0.00051247717486241,0.0871052340824121,0.820491845689771,14
353,2021,138.037495692483,0.290322580645161,15,1,1,5,4,0.615405521238369,0,0,0.384594478761631,0.160047688623034,0,0.0177151921755329,0.822237119201433,0.0814908387772143,0.00051247717486241,0.0871052340824121,0.820491845689771,20
354,2019,41.7995958585008,0.161290322580645,1,2,1,3,1,1,0,0,0,1,0,0,0,0.995284441857383,0,0,0.00471555814261685,10
